Vid,Cid,RepliesToId,Comments,uniqueId,videoWebUrl,clean_comments,tokens,tokens_no_stopwords,lemmatized,final_text
,7441370952570422062,,Easier said than done 😏,,,easier said than done,"['easier', 'said', 'than', 'done']","['easier', 'said', 'done']","['easier', 'said', 'done']",easier said done
,7449188260625335071,,Mine is mostly health anxiety I have symptoms all day everyday,,,mine is mostly health anxiety i have symptoms all day everyday,"['mine', 'is', 'mostly', 'health', 'anxiety', 'i', 'have', 'symptoms', 'all', 'day', 'everyday']","['mine', 'mostly', 'health', 'anxiety', 'symptoms', 'day', 'everyday']","['mine', 'mostly', 'health', 'anxiety', 'symptom', 'day', 'everyday']",mine mostly health anxiety symptom day everyday
,7441709111270916907,,"When your arms and face go completely numb. Can’t breathe, and you’re heart is about to explode it’s kinda hard to just brush it off😣",,,when your arms and face go completely numb cant breathe and youre heart is about to explode its kinda hard to just brush it off,"['when', 'your', 'arms', 'and', 'face', 'go', 'completely', 'numb', 'cant', 'breathe', 'and', 'youre', 'heart', 'is', 'about', 'to', 'explode', 'its', 'kinda', 'hard', 'to', 'just', 'brush', 'it', 'off']","['arms', 'face', 'go', 'completely', 'numb', 'cant', 'breathe', 'youre', 'heart', 'explode', 'kinda', 'hard', 'brush']","['arm', 'face', 'go', 'completely', 'numb', 'cant', 'breathe', 'youre', 'heart', 'explode', 'kinda', 'hard', 'brush']",arm face go completely numb cant breathe youre heart explode kinda hard brush
,7441577451211506448,,So all I need to do is to ignore?,,,so all i need to do is to ignore,"['so', 'all', 'i', 'need', 'to', 'do', 'is', 'to', 'ignore']","['need', 'ignore']","['need', 'ignore']",need ignore
,7441966406519833377,,"acknowledge it, don't give it power. say thanks anxiety, but I don't need you right now.",,,acknowledge it dont give it power say thanks anxiety but i dont need you right now,"['acknowledge', 'it', 'dont', 'give', 'it', 'power', 'say', 'thanks', 'anxiety', 'but', 'i', 'dont', 'need', 'you', 'right', 'now']","['acknowledge', 'dont', 'give', 'power', 'say', 'thanks', 'anxiety', 'dont', 'need', 'right']","['acknowledge', 'dont', 'give', 'power', 'say', 'thanks', 'anxiety', 'dont', 'need', 'right']",acknowledge dont give power say thanks anxiety dont need right
,7441691564185109290,,anxiety isnt caused by thinking of the future but by wanting to control it,,,anxiety isnt caused by thinking of the future but by wanting to control it,"['anxiety', 'isnt', 'caused', 'by', 'thinking', 'of', 'the', 'future', 'but', 'by', 'wanting', 'to', 'control', 'it']","['anxiety', 'isnt', 'caused', 'thinking', 'future', 'wanting', 'control']","['anxiety', 'isnt', 'caused', 'thinking', 'future', 'wanting', 'control']",anxiety isnt caused thinking future wanting control
,7444475828385039150,,sometimes last all day though it's not that easy so what do you do,,,sometimes last all day though its not that easy so what do you do,"['sometimes', 'last', 'all', 'day', 'though', 'its', 'not', 'that', 'easy', 'so', 'what', 'do', 'you', 'do']","['sometimes', 'last', 'day', 'though', 'easy']","['sometimes', 'last', 'day', 'though', 'easy']",sometimes last day though easy
,7443780891472102186,,my brain makes random symptoms when I have bad anxiety it's terrifying,,,my brain makes random symptoms when i have bad anxiety its terrifying,"['my', 'brain', 'makes', 'random', 'symptoms', 'when', 'i', 'have', 'bad', 'anxiety', 'its', 'terrifying']","['brain', 'makes', 'random', 'symptoms', 'bad', 'anxiety', 'terrifying']","['brain', 'make', 'random', 'symptom', 'bad', 'anxiety', 'terrifying']",brain make random symptom bad anxiety terrifying
,7441390022819693354,,is the overthinking that kills me,,,is the overthinking that kills me,"['is', 'the', 'overthinking', 'that', 'kills', 'me']","['overthinking', 'kills']","['overthinking', 'kill']",overthinking kill
,7441594395559248686,,Thank you so very much for sharing. I Live with Anxiety everyday. The worst fear is me driving,,,thank you so very much for sharing i live with anxiety everyday the worst fear is me driving,"['thank', 'you', 'so', 'very', 'much', 'for', 'sharing', 'i', 'live', 'with', 'anxiety', 'everyday', 'the', 'worst', 'fear', 'is', 'me', 'driving']","['thank', 'much', 'sharing', 'live', 'anxiety', 'everyday', 'worst', 'fear', 'driving']","['thank', 'much', 'sharing', 'live', 'anxiety', 'everyday', 'worst', 'fear', 'driving']",thank much sharing live anxiety everyday worst fear driving
,7414043775527633707,,this is such a compassionate response❤️,,,this is such a compassionate response,"['this', 'is', 'such', 'a', 'compassionate', 'response']","['compassionate', 'response']","['compassionate', 'response']",compassionate response
,7418396407487513351,,The opposite to addiction isn’t sobriety… it’s connection.,,,the opposite to addiction isnt sobriety its connection,"['the', 'opposite', 'to', 'addiction', 'isnt', 'sobriety', 'its', 'connection']","['opposite', 'addiction', 'isnt', 'sobriety', 'connection']","['opposite', 'addiction', 'isnt', 'sobriety', 'connection']",opposite addiction isnt sobriety connection
,7413946256332587818,,Perspective is everything ❤️,,,perspective is everything,"['perspective', 'is', 'everything']","['perspective', 'everything']","['perspective', 'everything']",perspective everything
,7418239775696536326,,So true - shame is such a paralyzer,,,so true shame is such a paralyzer,"['so', 'true', 'shame', 'is', 'such', 'a', 'paralyzer']","['true', 'shame', 'paralyzer']","['true', 'shame', 'paralyzer']",true shame paralyzer
,7425588889479332638,,Thanks!,,,thanks,['thanks'],['thanks'],['thanks'],thanks
,7414004820517995306,,this just healed something in my soul ❤️,,,this just healed something in my soul,"['this', 'just', 'healed', 'something', 'in', 'my', 'soul']","['healed', 'something', 'soul']","['healed', 'something', 'soul']",healed something soul
,7425588728725734175,,Thank you!,,,thank you,"['thank', 'you']",['thank'],['thank'],thank
,7418441683357991722,,I read a quote that really impacted me when I went through this - “addiction is nothing but unresolved grief”,,,i read a quote that really impacted me when i went through this addiction is nothing but unresolved grief,"['i', 'read', 'a', 'quote', 'that', 'really', 'impacted', 'me', 'when', 'i', 'went', 'through', 'this', 'addiction', 'is', 'nothing', 'but', 'unresolved', 'grief']","['read', 'quote', 'really', 'impacted', 'went', 'addiction', 'nothing', 'unresolved', 'grief']","['read', 'quote', 'really', 'impacted', 'went', 'addiction', 'nothing', 'unresolved', 'grief']",read quote really impacted went addiction nothing unresolved grief
,7425588935680049951,,"Love this, thanks for sharing.",,,love this thanks for sharing,"['love', 'this', 'thanks', 'for', 'sharing']","['love', 'thanks', 'sharing']","['love', 'thanks', 'sharing']",love thanks sharing
,7418387178105209608,,You are a good human Sir 🫡,,,you are a good human sir,"['you', 'are', 'a', 'good', 'human', 'sir']","['good', 'human', 'sir']","['good', 'human', 'sir']",good human sir
,7494472412799042350,,Dr Shepard can you please explain why it is important to accept mental illness. I really need an expert opinion to help our community.,,,dr shepard can you please explain why it is important to accept mental illness i really need an expert opinion to help our community,"['dr', 'shepard', 'can', 'you', 'please', 'explain', 'why', 'it', 'is', 'important', 'to', 'accept', 'mental', 'illness', 'i', 'really', 'need', 'an', 'expert', 'opinion', 'to', 'help', 'our', 'community']","['dr', 'shepard', 'please', 'explain', 'important', 'accept', 'mental', 'illness', 'really', 'need', 'expert', 'opinion', 'help', 'community']","['dr', 'shepard', 'please', 'explain', 'important', 'accept', 'mental', 'illness', 'really', 'need', 'expert', 'opinion', 'help', 'community']",dr shepard please explain important accept mental illness really need expert opinion help community
,7493651664457810734,,Thank you this makes sense. I just didn’t think to ask during the appointment. I still have to go back up,,,thank you this makes sense i just didnt think to ask during the appointment i still have to go back up,"['thank', 'you', 'this', 'makes', 'sense', 'i', 'just', 'didnt', 'think', 'to', 'ask', 'during', 'the', 'appointment', 'i', 'still', 'have', 'to', 'go', 'back', 'up']","['thank', 'makes', 'sense', 'didnt', 'think', 'ask', 'appointment', 'still', 'go', 'back']","['thank', 'make', 'sense', 'didnt', 'think', 'ask', 'appointment', 'still', 'go', 'back']",thank make sense didnt think ask appointment still go back
